"","Date","City","State","Shape","Duration","Description","Posted","lat","long"
"3727",2019-09-21 08:40:00,"Meridian","ID","Diamond","5 minutes","A friend of mine and my self were in the middle of a conversation in regards to spotting a ufo. As we were talking in the middle I look",2019-10-04,43.6086295,-116.392326
"3728",2019-09-21 07:05:00,"Valdosta","GA","Sphere","2.3148148148148146E-4","Upon waking on September 21, 2019 I opened my live security camera and noticed an anomaly at 7:05.",2019-10-04,30.8327022,-83.2784851
"3729",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3730",NA,NA,NA,NA,NA,"The object was small, round and",NA,NA,NA
"3731",2019-09-21 06:30:00,"Oakdale","CA","Cigar","30 seconds","Possible UFO sighting",2019-10-04,37.7564046,-120.799280256785
"3732",2019-09-21 03:05:00,"Boise","ID",NA,NA,"MADAR Node 116",2019-10-04,43.6166163,-116.200886
"3733",2019-09-21 03:00:00,"Murfreesboro","TN","Triangle","15 seconds","At 3am a boomerang shaped craft coming from the north headed south flew over with no sound about 300ft over the tree tops. It was a lit",2019-10-04,35.845999,-86.3920452
"3734",2019-09-21 02:00:00,"Mount Laurel","NJ","Other","15 minutes","((HOAX??)) Alien running back to UFO. ((anonymous report))",2019-10-04,39.934002,-74.8909988
"3735",2019-09-21 01:42:00,"Rovaniemi",NA,"Light","2 minutes","We saw a bright light moving across the horizon in zig zag motion stopping sometimes and sometimes moving at incredible speed and after",2019-10-04,66.4976214,25.7192101
"3736",2019-09-21 01:00:00,"Captain Cook","HI","Flash","3 minutes","I thought it was lightning. It light up the dark sky, and then I heard a crashing sound.when I went outside there was clear skies. I wa",2019-10-04,19.494428,-155.917282
"3737",2019-09-21 00:30:00,"Citrus Heights","CA","Unknown","20 seconds","Pulse boosting light",2019-10-04,38.7071247,-121.2810611
"3738",2019-09-21 00:04:00,"Seattle","WA","Light","20 seconds","3 white dot lights over Seattle sky.",2019-10-04,47.6038321,-122.3300624
"3739",2019-09-21 00:01:00,"Albuquerque","NM","Other","10 seconds","Light Tan colored object flying past in clear night sky covered 60 miles in 6 seconds no sound",2019-10-04,35.0841034,-106.6509851
"3740",2019-09-20 23:56:00,"Rachel","NV","Sphere","5 - 10 min.","Orangy/Amber orbs of light up close",2019-12-01,37.6413209,-115.748361
"3741",2019-09-20 22:30:00,"Deep Run","NC","Triangle","5 minutes","On september 20 1030pm a large triangle shapped craft with 3 green pulsating lights on bottom was iny back yard i witnessed it leaving",2019-12-01,35.1454412,-77.7038632
"3742",2019-09-20 22:30:00,NA,NA,NA,NA,"A single, large, bright ball just fell from the sky. ((NUFORC Note: Location of event not indicated by witness. PD))",2019-10-04,NA,NA
"3743",2019-09-20 22:30:00,"Maynard","MA","Light","90 seconds","Lights moving erratic",2019-10-04,42.7738826,-91.8806147
"3744",2019-09-20 21:20:00,"Gainesville","GA","Unknown","2","Observed large UFO object heading from the west to a northern direction with no sound",2019-10-04,29.6519684,-82.3249846
"3745",2019-09-20 21:00:00,"Union","CT","Light","45","Group of bright white lights (one in the middle and a line of them off to each side)",2019-10-04,42.2448559,-93.0642491
"3746",2019-09-20 21:00:00,"Unknown traveling on rt. 25","SC","Other","5 seconds","Green lights shaped like sideways candy cane with vertical tail, hovered made rise in elevation and shot horizontal at extremely fast s",2019-10-04,NA,NA
"3747",2019-09-20 20:45:00,"Logan","OH","Light","5 minutes","Very fast light high in sky",2019-10-04,NA,NA
"3748",2019-09-20 20:43:00,"Corona","CA","Unknown","<1 minute","Lights that appeared while moving in a ""triangular"" form until disappearing.",2019-12-01,33.8752945,-117.5664449
"3749",2019-09-20 20:30:00,"Kerrville","TX","Circle","1 minute","White ball of light moving erratically in multiple directions and shining a rotating beam of light from its sides.",2019-10-04,30.0474688,-99.1400207
"3750",2019-09-20 20:04:00,"Rand","WV","Circle","10 minutes","Circular bright light",2019-10-04,38.28243,-81.562457
"3751",2019-09-20 20:00:00,"Parsons","WV","Light","2 minutes","Just a low light flying lower than planes. No blinking and went from north to south .",2019-10-04,39.0968695,-79.6809332
"3752",2019-09-20 20:00:00,"Rock Hill","SC","Fireball","3-5 minutes","It was a large red, orange pulsating orb.",2019-10-04,34.9248667,-81.0250784
"3753",2019-09-20 19:30:00,"Richmond","VA","Circle","5-10 minutes","Fast moving white, bright light moved across the sky - moving much faster than a plane.",2019-10-04,37.5385087,-77.43428
"3754",2019-09-20 18:40:00,"Richmond","VA","Triangle","2 minutes","Triangle Shaped UFO Sighted in Richmond.",2019-10-04,37.5385087,-77.43428
"3755",2019-09-20 18:38:00,"Manchester","CT",NA,NA,"MADAR Node 151",2019-10-04,53.4794892,-2.2451148
"3756",2019-09-20 17:00:00,"Richmond","VA","Triangle","4 minutes","I was very high in the sky and a great distance from where we sat, but there was a clear triangular formation of the lights.",2020-08-20,37.5385087,-77.43428
"3757",2019-09-20 15:30:00,"New York City (Brooklyn)","NY","Cigar","2 hours","4 Silver Cigar Shaoed Crafts Over Brooklyn",2019-10-04,NA,NA
"3758",2019-09-20 15:00:00,"Laytonville","CA","Light","1-3 seconds","Random lights appearing from one point to another, sometimes at very fast speed and sometimes slightly changing direction.",2019-12-01,39.6882116,-123.4827942
"3759",2019-09-20 12:45:00,"San Diego",NA,"Changing","5 minutes","At 12:45 PM, 9/20/19, observed 5 red glowing objects that were traveling parralel to the 805 freeway at approx.100 mph and in a semicir",2019-10-04,32.7174202,-117.1627728
"3760",2019-09-20 08:27:00,"Mount Prospect","IL","Disk","2 minutes","My friends and I were walking in a park when we saw three flying disks in a v-formation flying low across the sky. They were going very",2019-10-04,42.0664167,-87.9372908
"3761",2019-09-20 06:25:00,"Farmington Hills","MI",NA,NA,"MADAR Node 144",2019-10-04,42.4853125,-83.3771553
"3762",2019-09-20 04:00:00,"Signal Mountain","TN","Light","4 seconds","I noticed a large bright white light in the sky around 4am September 20th. The altitude, I would have to guess around 15000 feet, about",2019-10-04,35.1223478,-85.3436973
"3763",2019-09-20 03:22:00,"Fairfax","VA",NA,NA,"MADAR Node 122",2019-10-04,38.8462236,-77.3063733
"3764",2019-09-20 03:15:00,"Los Angeles","CA","Triangle","6 minutes","Fast moving object with read and green flashing lights.",2019-10-04,34.0536909,-118.242766
"3765",2019-09-20 01:00:00,"Bismarck","ND","Circle","5 minutes","Observed a round craft with blinking lights, then seen a black rim of light, this craft went into this black space and disappeared. Aft",2019-12-01,46.808327,-100.783739
"3766",2019-09-20 00:20:00,"Los Angeles","CA","Triangle","2 minutes","Triangular, brightly-lit object above Hollywood, Los Angeles. Hovered before increasing altitude rapidly.",2019-10-04,34.0536909,-118.242766
"3767",2019-09-19 22:15:00,"Huber Heights","OH","Cone","3 seconds","Standing outside looking to NW, saw bright object between 500 to 1,000 feet off the ground, extremely bright, white flying N.",2019-10-04,NA,NA
"3768",2019-09-19 22:00:00,"Oxford","ME","Disk","20 seconds","Craft seemed to be observing, very low.",2019-10-04,44.131957,-70.493774
"3769",2019-09-19 22:00:00,"Chestertown","NY","Light","5 minutes","Bright light traveling NE then making 90 degree turn SE, Crossing Milky Way then going straight up.",2019-10-04,43.6525664,-73.8009597
"3770",2019-09-19 21:45:00,"Leicester","MA","Triangle","5 minutes","5 lights forming a triangle.",2019-10-04,52.6361398,-1.1330789
"3771",2019-09-19 21:30:00,"Morristown","TN","Triangle","2 minutes","watching a plane fly above, saw what was thought to be a shooting star, but then noticed a triangular shaped object with a single white",2019-10-04,36.2139814,-83.2948923
"3772",2019-09-19 21:22:00,"Livonia","MI","Unknown","5 minutes","Strange Lights In the Sky",2019-10-04,42.36837,-83.3527097
"3773",2019-09-19 21:15:00,"Norristown","PA","Changing","4 minutes","First appeared as elongated white light then changed to object displaying 3 lights: 1 white 1 green 1 red . When it was almost overhe",2019-10-04,NA,NA
"3774",2019-09-19 21:00:00,"Allentown","PA","Triangle","15 minutes","Last night my husband and myself were in our bedroom at about 8pm. When I heard what sounded like a plane since the airport was close b",2019-10-04,NA,NA
"3775",2019-09-19 21:00:00,"Staten Island","NY","Circle","40 seconds","A bright round light that moved across the sky and then went straight up towards the stars and disappeared as it got smaller.",2019-10-04,40.5834557,-74.1496048
"3776",2019-09-19 20:50:00,"Patchogue","NY","Circle","1 hour","Hovering circle them changed color and took off",2019-10-04,40.7656539,-73.0151084
"3777",2019-09-19 20:45:00,"Myrtle Beach","SC","Light","5-10 seconds","5 orange horizontal lights appeared, disappeared, the reappeared one by one before disappearing again",2019-10-04,33.6956461,-78.8900409
"3778",2019-09-19 20:45:00,"Englewood","CO",NA,"1-2 minutes","Looking south I noticed a bright light moving very fast towards me to the north. As it got closer over head it also seemed like it drop",2019-10-04,39.6482059,-104.9879641
"3779",2019-09-19 20:30:00,"Palisade","CO","Light","1-2 minutes","Low flying Globe of light crossing the sky from south to north no sound.",2019-10-04,46.7132862,-93.4885687
"3780",2019-09-19 20:25:00,"Oxford","MI","Flash","2 minutes","Multiple flashing lights high up in the sky which were accompanied by multiple aircraft. ((anonymous report))",2019-10-04,39.7852062,-75.9790215
"3781",2019-09-19 20:23:00,"St. George","UT","Circle","20 minutes","Looking to the southwest a ball of intense white light lifted up from the ground and flew low in the sky to the east. I went inside and",2019-10-04,37.104153,-113.5841313
"3782",2019-09-19 20:00:00,"Palatine",NA,"Circle","30 seconds","Unexplained Bright white light moving across the sky",2019-10-04,42.1105779,-88.0336888
"3783",2019-09-19 20:00:00,"Carmel-By-The-Sea","CA","Rectangle","Two minutes","Thursday, September 19th : From a friend last night, Thursday, September 19th, 2019: Just a quick note…Mr. Clack, I was sitting in my",2019-10-04,36.5552387,-121.9232879
"3784",2019-09-19 19:50:00,"Upper Chichester","PA","Light","4 minutes","5 crafts over Delco.",2019-10-04,NA,NA
"3785",2019-09-19 19:50:00,"Forest Park","IL","Light","4 minutes","I viewed a silent white orb from my 5th floor balcony travelling slowly from the south to the east. There were clouds in the eastern sk",2019-10-04,41.8794758,-87.81367
"3786",2019-09-19 19:45:00,"Kelso","WA","Circle","20-30 seconds","Perfect White Brilliant Light flew across the sky",2019-10-04,46.1420334,-122.9060318
"3787",2019-09-19 19:40:00,"Newburgh","NY","Triangle","4 minutes","Driving west on I-84 I drove adjacent and under a massive aircraft with 3 white lights and a central red light.",2019-10-04,41.5034271,-74.0104179
"3788",2019-09-19 18:50:00,"Ephrata","WA","Other","5 minutes","Two black cloud flying into the wind.",2019-10-04,47.3176385,-119.5536491
"3789",2019-09-19 16:30:00,"Aventura Miami","FL","Unknown","2 minutes","Sun reflected britely of shiny object the size of small car",2019-10-04,NA,NA
"3790",2019-09-19 16:30:00,"Cold Spring","MN","Circle","4.5 hours","Object resembling a minature moon is seen by 8 adults, through binoculars, photoed & videoed in daylight. Lasts 4 hours.",2019-12-01,45.4557973,-94.4288849
"3791",2019-09-19 16:15:00,"Lonoke","AR","Other",NA,"I was driving East Bound on Arkansas State Highway 236. About 2.5 miles from the I intersection of Arkansas State Highway 31.",2019-09-19,34.7839795,-91.8998611
"3792",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793",NA,NA,NA,NA,NA,"We I",NA,NA,NA
"3794",2019-09-19 14:10:00,"Redmond","WA","Other","2.5 seconds","White orb that is 1/4 the size of the moon at around 1500 feet moving over the sound barrier ((anonymous report))",2019-09-19,47.6694141,-122.1238767
"3795",2019-09-19 12:58:00,"Goldendale","WA","Formation","~4 minutes","You see this 4 redlights in a 3 pattern formations moving dianglely. ((anonymous report))",2019-09-19,45.8206794,-120.8217312
"3796",2019-09-19 10:45:00,"Glenwood Springs","CO","Changing","4 minutes","It was like a big star. That was floating by but it would explode every now and then in to like big ball of gas .I have it on video",2019-10-04,39.5507448,-107.3255001
"3797",2019-09-19 10:30:00,"Roswell","NM","Sphere","30 minute","UFOs near Roswell/ Distinct unusual movements",2019-12-01,33.3943282,-104.5229518
"3798",2019-09-19 09:00:00,"Flagstaff","AZ","Egg","Ongoing","Saw like a teardrop whor egg-shaped object just staying. ((anonymous report))",2019-09-19,35.1987522,-111.6518229
"3799",2019-09-19 07:45:00,"Brooklyn","WI","Unknown","1 minute","Silent fast moving flashing red green zig zagging.",2019-10-04,42.8523555,-89.3691672
"3800",2019-09-19 07:40:00,"Newburgh","NY","Triangle","4 minutes","Massive triangle craft moving slowly near I-84. Had 3 white and One red light. At first I thought it was a place as I was driving, but",2019-10-04,41.5034271,-74.0104179
"3801",2019-09-19 07:00:00,"Orange","TX","Cigar","ufo","Cigar type craft flying in a real footage film being taking. never befor seen pics and video",2019-09-19,30.0929879,-93.7365549
"3802",2019-09-19 06:53:00,"Norwood","NJ",NA,NA,"MADAR Node 145",2019-10-04,40.9981532,-73.9618039
"3803",2019-09-19 05:45:00,"Fort Collins","CO","Light","10 seconds","Bright luminescent flash moving through sky at high speed and disappearing.",2019-10-04,40.5508527,-105.0668085
"3804",2019-09-19 03:47:00,"Watsonville","FL",NA,NA,"MADAR Node 105",2019-10-04,NA,NA
"3805",2019-09-19 03:30:00,"Spring Valley","CA","Other","15 minutes","Gyrating cube that seemed to be observing",2020-08-20,32.7307741,-116.97138
"3806",2019-09-19 02:36:00,"Largo","FL",NA,NA,"MADAR Node 140",2019-10-04,27.9094665,-82.7873244
"3807",2019-09-19 00:00:00,"Granger","IN","Unknown","Seconds","Orange flash of light.",2019-09-19,41.7610984,-93.8243925
"3808",2019-09-18 23:00:00,"Nashville","TN","Unknown","15-30","I was driving into work westbound on Briley Parkway. About a qtr mile from the whites creek pike exit I noticed 3 or 4 solid green ligh",2019-09-19,36.1622296,-86.7743531
"3809",2019-09-18 22:15:00,"Vancouver","WA","Triangle","2 seconds","Triangular dark shape caught my eye. It was flying very low and fairly slow in an Easterly direction. Only saw it for a second or two b",2019-10-04,45.6306954,-122.6744557
"3810",2019-09-18 22:00:00,"Las Vegas","NV","Circle","5 seconds","Me and my husband were in our backyard talking and I looked up facing southwest direction and seen what looked like a red/Orange orb wi",2019-09-19,36.1672559,-115.1485163
"3811",2019-09-18 21:10:00,"Thornton","CO","Circle","2 minutes","At first it looks like a very bright star in the sky but then it started flickering white and red lights. It stayed stationary in the s",2019-09-19,39.8695516,-104.985181
"3812",2019-09-18 20:40:00,"St Roberts","MO","Light","1 min","Brightest light in the sky. Straight and fast path then the light dimmed suddenly and then dimmed again to a very small light like one",2019-09-19,NA,NA
"3813",2019-09-18 20:09:00,"BURBANK","CA","Light","2 minutes","I live in an apartment complex that has a courtyard, and we live on the second floor. Every night I come out with my 2yo daughter to se",2019-09-19,34.1816482,-118.3258554
"3814",2019-09-18 20:00:00,"Phoenix area","CA","Light","60 minutes","Dancing, twinkling lights in the sky, moving at high speeds, stopping quickly, disappearing, then reappearing in new places.",2019-10-04,NA,NA
