"GEOID","county","state","variable","estimate","total","casepercap"
"42125","Washington","Pennsylvania","pop",24500,4721,19269.387755102
"44009","Washington","Rhode Island","pop",10000,2223,22230
"47179","Washington","Tennessee","pop",7800,6360,81538.4615384615
"48477","Washington","Texas","pop",2000,966,48300
"49053","Washington","Utah","pop",9700,9710,100103.092783505
"50023","Washington","Vermont","pop",8200,654,7975.60975609756
"51191","Washington","Virginia","pop",4600,1777,38630.4347826087
"55131","Washington","Wisconsin","pop",12000,9940,82833.3333333333
"40149","Washita","Oklahoma","pop",2100,446,21238.0952380952
"32031","Washoe","Nevada","pop",33000,25469,77178.7878787879
"26161","Washtenaw","Michigan","pop",34500,10887,31556.5217391304
"37189","Watauga","North Carolina","pop",5100,1916,37568.6274509804
"27165","Watonwan","Minnesota","pop",2300,871,37869.5652173913
"55133","Waukesha","Wisconsin","pop",38500,28790,74779.2207792208
"55135","Waupaca","Wisconsin","pop",11000,4204,38218.1818181818
"55137","Waushara","Wisconsin","pop",6800,1833,26955.8823529412
"13305","Wayne","Georgia","pop",2300,1679,73000
"17191","Wayne","Illinois","pop",2800,925,33035.7142857143
"18177","Wayne","Indiana","pop",7300,3907,53520.5479452055
"19185","Wayne","Iowa","pop",1600,304,19000
"21231","Wayne","Kentucky","pop",1200,697,58083.3333333333
"26163","Wayne","Michigan","pop",144000,65878,45748.6111111111
"28153","Wayne","Mississippi","pop",900,1213,134777.777777778
"29223","Wayne","Missouri","pop",1300,507,39000
"31179","Wayne","Nebraska","pop",1400,737,52642.8571428571
"36117","Wayne","New York","pop",9300,1175,12634.4086021505
"37191","Wayne","North Carolina","pop",8000,5837,72962.5
"39169","Wayne","Ohio","pop",12500,3671,29368
"42127","Wayne","Pennsylvania","pop",7400,569,7689.18918918919
"47181","Wayne","Tennessee","pop",1900,1962,103263.157894737
"49055","Wayne","Utah","pop",500,46,9200
"54099","Wayne","West Virginia","pop",2900,1052,36275.8620689655
"47183","Weakley","Tennessee","pop",3700,2231,60297.2972972973
"48479","Webb","Texas","pop",18000,20280,112666.666666667
"49057","Weber","Utah","pop",19000,12880,67789.4736842105
"13307","Webster","Georgia","pop",300,62,20666.6666666667
"19187","Webster","Iowa","pop",5100,3699,72529.4117647059
"21233","Webster","Kentucky","pop",1700,566,33294.1176470588
"28155","Webster","Mississippi","pop",1000,467,46700
"29225","Webster","Missouri","pop",4200,1851,44071.4285714286
"31181","Webster","Nebraska","pop",1000,235,23500
"54101","Webster","West Virginia","pop",950,69,7263.15789473684
"08123","Weld","Colorado","pop",27000,14408,53362.962962963
"18179","Wells","Indiana","pop",3000,1416,47200
"38103","Wells","North Dakota","pop",850,307,36117.6470588235
"36119","Westchester","New York","pop",71000,51219,72139.4366197183
"42129","Westmoreland","Pennsylvania","pop",36000,9460,26277.7777777778
"51193","Westmoreland","Virginia","pop",1200,443,36916.6666666667
"56045","Weston","Wyoming","pop",750,409,54533.3333333333
"54103","Wetzel","West Virginia","pop",1600,415,25937.5
"26165","Wexford","Michigan","pop",5900,686,11627.1186440678
"48481","Wharton","Texas","pop",2800,1695,60535.7142857143
"53073","Whatcom","Washington","pop",14500,2479,17096.5517241379
"30107","Wheatland","Montana","pop",450,104,23111.1111111111
"13309","Wheeler","Georgia","pop",800,423,52875
"31183","Wheeler","Nebraska","pop",250,14,5600
"41069","Wheeler","Oregon","pop",450,5,1111.11111111111
"48483","Wheeler","Texas","pop",900,239,26555.5555555556
"05145","White","Arkansas","pop",6200,3084,49741.935483871
"13311","White","Georgia","pop",1600,1340,83750
"17193","White","Illinois","pop",2200,639,29045.4545454545
"18181","White","Indiana","pop",3300,1436,43515.1515151515
"47185","White","Tennessee","pop",2100,1862,88666.6666666667
"32033","White Pine","Nevada","pop",1100,340,30909.0909090909
"17195","Whiteside","Illinois","pop",6300,3952,62730.1587301587
"13313","Whitfield","Georgia","pop",6400,7964,124437.5
"18183","Whitley","Indiana","pop",3300,1523,46151.5151515152
"21235","Whitley","Kentucky","pop",2400,1564,65166.6666666667
"53075","Whitman","Washington","pop",6100,2363,38737.7049180328
"30109","Wibaux","Montana","pop",250,89,35600
"20203","Wichita","Kansas","pop",300,146,48666.6666666667
"48485","Wichita","Texas","pop",10500,7299,69514.2857142857
"24045","Wicomico","Maryland","pop",7500,3462,46160
"48487","Wilbarger","Texas","pop",1100,735,66818.1818181818
"01131","Wilcox","Alabama","pop",1100,648,58909.0909090909
"13315","Wilcox","Georgia","pop",1400,386,27571.4285714286
"13317","Wilkes","Georgia","pop",1000,463,46300
"37193","Wilkes","North Carolina","pop",4400,2733,62113.6363636364
"27167","Wilkin","Minnesota","pop",1600,400,25000
"13319","Wilkinson","Georgia","pop",1400,441,31500
"28157","Wilkinson","Mississippi","pop",650,405,62307.6923076923
"17197","Will","Illinois","pop",54000,40092,74244.4444444445
"48489","Willacy","Texas","pop",1900,1376,72421.0526315789
"38105","Williams","North Dakota","pop",2600,3059,117653.846153846
"39171","Williams","Ohio","pop",4500,1260,28000
"45089","Williamsburg","South Carolina","pop",2700,1650,61111.1111111111
"17199","Williamson","Illinois","pop",6600,3717,56318.1818181818
"47187","Williamson","Tennessee","pop",16000,11837,73981.25
"48491","Williamson","Texas","pop",33000,14908,45175.7575757576
"20205","Wilson","Kansas","pop",1500,313,20866.6666666667
"37195","Wilson","North Carolina","pop",6000,4111,68516.6666666667
"47189","Wilson","Tennessee","pop",8400,7883,93845.2380952381
"48493","Wilson","Texas","pop",3900,1138,29179.4871794872
"09015","Windham","Connecticut","pop",9400,2636,28042.5531914894
"50025","Windham","Vermont","pop",6500,231,3553.84615384615
"50027","Windsor","Vermont","pop",6800,209,3073.52941176471
"48495","Winkler","Texas","pop",750,290,38666.6666666667
"17201","Winnebago","Illinois","pop",23500,19376,82451.0638297872
"19189","Winnebago","Iowa","pop",1700,938,55176.4705882353
"55139","Winnebago","Wisconsin","pop",18500,14435,78027.027027027
"19191","Winneshiek","Iowa","pop",3300,1010,30606.0606060606
"27169","Winona","Minnesota","pop",8700,2881,33114.9425287356
"01133","Winston","Alabama","pop",2300,1375,59782.6086956522
"28159","Winston","Mississippi","pop",1500,1255,83666.6666666667
"54105","Wirt","West Virginia","pop",550,117,21272.7272727273
"48497","Wise","Texas","pop",5900,1768,29966.1016949153
"51195","Wise","Virginia","pop",3600,1241,34472.2222222222
"21237","Wolfe","Kentucky","pop",500,196,39200
"39173","Wood","Ohio","pop",13000,5237,40284.6153846154
"48499","Wood","Texas","pop",3300,904,27393.9393939394
"54107","Wood","West Virginia","pop",7300,2639,36150.6849315068
"55141","Wood","Wisconsin","pop",12000,4503,37525
"19193","Woodbury","Iowa","pop",9600,10484,109208.333333333
"17203","Woodford","Illinois","pop",5300,1859,35075.4716981132
"21239","Woodford","Kentucky","pop",2600,807,31038.4615384615
"05147","Woodruff","Arkansas","pop",850,205,24117.6470588235
"40151","Woods","Oklahoma","pop",1200,546,45500
"20207","Woodson","Kansas","pop",700,69,9857.14285714286
"40153","Woodward","Oklahoma","pop",2100,1943,92523.8095238095
"24047","Worcester","Maryland","pop",4300,1492,34697.6744186046
"25027","Worcester","Massachusetts","pop",61500,25146,40887.8048780488
"13321","Worth","Georgia","pop",1700,753,44294.1176470588
"19195","Worth","Iowa","pop",1700,373,21941.1764705882
"29227","Worth","Missouri","pop",550,74,13454.5454545455
"19197","Wright","Iowa","pop",2000,1287,64350
"27171","Wright","Minnesota","pop",15500,8066,52038.7096774194
"29229","Wright","Missouri","pop",2000,782,39100
"39175","Wyandot","Ohio","pop",2800,832,29714.2857142857
"20209","Wyandotte","Kansas","pop",14000,11528,82342.8571428571
"36121","Wyoming","New York","pop",6600,564,8545.45454545454
"42131","Wyoming","Pennsylvania","pop",6400,470,7343.75
"54109","Wyoming","West Virginia","pop",1700,756,44470.5882352941
"51197","Wythe","Virginia","pop",2100,694,33047.619047619
"37197","Yadkin","North Carolina","pop",3100,1563,50419.3548387097
"53077","Yakima","Washington","pop",18000,15448,85822.2222222222
"28161","Yalobusha","Mississippi","pop",1000,731,73100
"41071","Yamhill","Oregon","pop",8100,1768,21827.1604938272
"37199","Yancey","North Carolina","pop",1600,568,35500
"46135","Yankton","South Dakota","pop",2300,1792,77913.0434782609
"36123","Yates","New York","pop",4000,269,6725
"04025","Yavapai","Arizona","pop",13500,5790,42888.8888888889
"28163","Yazoo","Mississippi","pop",2000,1601,80050
"05149","Yell","Arkansas","pop",1900,1667,87736.8421052632
"27173","Yellow Medicine","Minnesota","pop",3200,668,20875
"30111","Yellowstone","Montana","pop",13000,11144,85723.0769230769
"48501","Yoakum","Texas","pop",500,621,124200
"06113","Yolo","California","pop",15000,4930,32866.6666666667
"23031","York","Maine","pop",15000,2367,15780
"31185","York","Nebraska","pop",2300,1010,43913.0434782609
"42133","York","Pennsylvania","pop",39000,11338,29071.7948717949
"45091","York","South Carolina","pop",17500,9926,56720
"51199","York","Virginia","pop",4700,929,19765.9574468085
"48503","Young","Texas","pop",1200,877,73083.3333333333
"06115","Yuba","California","pop",5100,2221,43549.0196078431
"04027","Yuma","Arizona","pop",14500,18352,126565.517241379
"08125","Yuma","Colorado","pop",1100,338,30727.2727272727
"48505","Zapata","Texas","pop",600,539,89833.3333333333
"48507","Zavala","Texas","pop",500,737,147400
"46137","Ziebach","South Dakota","pop",1000,207,20700
